0,2645.64306640625,1267
0,2308.672607421875,1778
0,2320.97021484375,1965
0,2365.2001953125,1905
0,2842.286376953125,2297
0,2307.70947265625,2852
0,2057.585693359375,3079
0,2288.683349609375,2950
0,2184.6611328125,2580
0,3527.19384765625,2297
0,3535.134765625,2101
0,3297.683349609375,2080
0,3825.232666015625,2730
0,2327.748046875,2721
0,2524.83642578125,3533
0,2156.09130859375,2992
0,2134.272705078125,5210
0,2098.86083984375,4590
0,2115.2294921875,4394
0,2247.174560546875,6090
0,2003.8714599609375,9880
0,1835.934814453125,10883
0,1778.8079833984375,5157
0,2409.156005859375,2629
0,2472.5810546875,2631
0,1939.800537109375,7705
0,2473.425048828125,1119
0,2560.05419921875,1670
