1570497829379,2568.73486328125,3508
1570497829379,2787.941650390625,3240
1570497829379,2980.969482421875,3187
1570497829379,2843.559326171875,3103
1570497829379,2701.246826171875,3113
1570497829379,2739.674072265625,3106
1570497829379,2949.46435546875,3219
1570497829379,2859.959228515625,3145
1570497829379,2919.299560546875,3038
1570497829379,2816.406982421875,3188
1570497829379,2589.86328125,3245
1570497829379,2797.7998046875,3516
1570497829379,2800.654541015625,3197
1570497829379,3017.34228515625,3240
1570497829379,2531.43603515625,3201
1570497829379,2746.331298828125,3161
1570497829379,2961.53662109375,3183
1570497829379,2632.55615234375,3265
1570497829379,2893.0517578125,3313
1570497829379,2691.276123046875,3175
1570497829379,2697.8232421875,3140
1570497829379,2614.20947265625,3314
1570497829379,2809.880126953125,3288
1570497829379,2506.373779296875,3479
1570497829379,3031.520751953125,3444
1570497829379,2771.122314453125,3248
1570497829379,2614.109130859375,3106
1570497829379,2547.302734375,3202
1570497829379,2774.31396484375,3342
1570497829379,2914.17236328125,3101
1570497829379,2665.919677734375,3174
1570497829379,2707.6923828125,3037
