1570497997850,2980.626953125,7229
1570497997850,2880.561767578125,6718
1570497997850,3002.293212890625,6695
1570497997850,2938.42333984375,6833
1570497997850,3377.669677734375,6479
1570497997850,3029.873291015625,6213
1570497997850,3137.987548828125,6040
1570497997850,2939.31689453125,6094
1570497997850,3117.764892578125,6639
1570497997850,3067.44580078125,6797
1570497997850,3155.382568359375,6407
1570497997850,2722.13623046875,6407
1570497997850,3081.8974609375,6260
1570497997850,3073.00146484375,6180
1570497997850,3049.224853515625,5680
1570497997850,2994.261474609375,5873
1570497997850,2775.455810546875,6019
1570497997850,2981.440185546875,5968
1570497997850,3172.293701171875,6084
1570497997850,3131.287841796875,6739
1570497997850,3354.283935546875,6393
1570497997850,2933.5927734375,6264
1570497997850,3101.152587890625,6628
1570497997850,2862.38671875,6104
1570497997850,2834.75537109375,6026
1570497997850,3049.292236328125,6212
1570497997850,3267.00439453125,6273
1570497997850,3059.901123046875,5985
1570497997850,3085.466552734375,6225
1570497997850,3097.634521484375,5988
1570497997850,3007.662353515625,6376
1570497997850,3010.51220703125,6043
